player_name,week,rb_market_share
J.Mixon,11,0.27586206896551724
J.Williams,3,0.27450980392156865
M.Ingram,9,0.27419354838709675
T.Coleman,6,0.273972602739726
D.Cook,11,0.2711864406779661
J.Conner,2,0.2692307692307692
J.Williams,6,0.26865671641791045
C.Hyde,8,0.2676056338028169
D.Freeman,4,0.26666666666666666
D.Henry,6,0.26666666666666666
T.Gurley,5,0.2647058823529412
R.Freeman,3,0.2638888888888889
S.Michel,7,0.2631578947368421
P.Lindsay,1,0.2631578947368421
F.Gore,5,0.26229508196721313
C.Hyde,4,0.26229508196721313
C.Carson,9,0.2608695652173913
C.Carson,2,0.2608695652173913
E.Elliott,11,0.2608695652173913
A.Jones,4,0.2602739726027397
J.Howard,9,0.2597402597402597
R.Jones,12,0.25862068965517243
M.Ingram II,11,0.25806451612903225
D.Henry,9,0.25806451612903225
T.Gurley,7,0.25675675675675674
S.Michel,5,0.25675675675675674
K.Drake,4,0.2553191489361702
A.Jones,1,0.2545454545454545
L.Fournette,11,0.2542372881355932
M.Breida,1,0.2542372881355932
M.Breida,9,0.2537313432835821
J.Samuels,10,0.2537313432835821
J.Williams,12,0.2535211267605634
M.Walton,8,0.25
A.Kamara,2,0.25
R.Penny,12,0.25
M.Ingram,3,0.24691358024691357
R.Jones,10,0.24675324675324675
C.McCaffrey,2,0.2465753424657534
T.Pollard,3,0.24615384615384617
L.McCoy,7,0.24561403508771928
Dam.Williams,9,0.24561403508771928
K.Johnson,2,0.24561403508771928
M.Ingram,7,0.24528301886792453
R.Burkhead,3,0.24285714285714285
F.Gore,4,0.24285714285714285
A.Ekeler,9,0.24242424242424243
D.Singletary,11,0.24242424242424243
L.Fournette,9,0.24242424242424243
R.Mostert,2,0.24242424242424243
M.Walton,9,0.24193548387096775
D.Henry,3,0.24
P.Lindsay,11,0.24
G.Edwards,1,0.23943661971830985
D.Freeman,2,0.23728813559322035
D.Montgomery,5,0.23529411764705882
D.Freeman,5,0.23529411764705882
T.Coleman,5,0.23529411764705882
A.Ekeler,3,0.23529411764705882
F.Gore,7,0.23529411764705882
E.Elliott,1,0.23333333333333334
M.Breida,6,0.2328767123287671
D.Johnson,3,0.2328767123287671
K.Drake,6,0.2318840579710145
S.Barkley,1,0.23076923076923078
K.Johnson,1,0.23076923076923078
M.Walton,7,0.23076923076923078
M.Mack,11,0.22950819672131148
J.Conner,1,0.22950819672131148
A.Peterson,4,0.22916666666666666
J.Howard,7,0.22807017543859648
M.Sanders,5,0.22807017543859648
J.Howard,5,0.22807017543859648
D.Henderson,8,0.22807017543859648
D.Guice,1,0.22807017543859648
D.Montgomery,12,0.22727272727272727
F.Gore,3,0.22535211267605634
M.Ingram II,12,0.22535211267605634
P.Lindsay,9,0.225
J.Williams,10,0.22413793103448276
D.Johnson,1,0.22413793103448276
L.McCoy,8,0.22413793103448276
A.Jones,10,0.22413793103448276
S.Michel,1,0.22388059701492538
A.Jones,6,0.22388059701492538
A.Mattison,8,0.22388059701492538
T.Coleman,11,0.22388059701492538
M.Sanders,12,0.2222222222222222
M.Breida,3,0.2222222222222222
R.Jones,1,0.2222222222222222
T.Gurley,3,0.2222222222222222
A.Peterson,2,0.2222222222222222
P.Lindsay,2,0.22077922077922077
K.Drake,3,0.22058823529411764
M.Brown,6,0.22
J.McKissic,10,0.2191780821917808
J.Mixon,2,0.21875
A.Mattison,6,0.21875
Dam.Williams,5,0.21818181818181817
L.McCoy,6,0.21739130434782608
M.Sanders,3,0.21739130434782608
T.Pollard,1,0.21666666666666667
A.Jones,3,0.21568627450980393
R.Freeman,7,0.2153846153846154
C.Carson,12,0.21428571428571427
M.Ingram,2,0.21428571428571427
T.Gurley,1,0.21428571428571427
F.Gore,12,0.21428571428571427
A.Mattison,3,0.21428571428571427
C.Carson,3,0.21333333333333335
T.Coleman,8,0.21311475409836064
K.Ballage,11,0.21212121212121213
L.Bell,8,0.21153846153846154
T.Coleman,9,0.208955223880597
L.McCoy,2,0.208955223880597
M.Ingram,4,0.208955223880597
P.Barber,3,0.20833333333333334
R.Jones,3,0.20833333333333334
R.Freeman,2,0.2077922077922078
R.Freeman,8,0.20634920634920634
T.Johnson,7,0.20588235294117646
E.Elliott,5,0.20588235294117646
M.Breida,5,0.20588235294117646
M.Ingram,6,0.2054794520547945
M.Ingram II,10,0.20454545454545456
D.Montgomery,11,0.20270270270270271
D.Guice,12,0.2
J.Howard,6,0.2
P.Lindsay,7,0.2
J.Jacobs,2,0.2
A.Peterson,12,0.2
A.Ekeler,7,0.2
M.Sanders,11,0.2
R.Jones,5,0.2
G.Edwards,12,0.19718309859154928
M.Ingram,1,0.19718309859154928
T.Cohen,12,0.19696969696969696
M.Breida,2,0.19696969696969696
C.Hyde,7,0.19672131147540983
A.Kamara,10,0.19672131147540983
M.Breida,8,0.19672131147540983
S.Barkley,3,0.19672131147540983
J.Jacobs,12,0.19642857142857142
T.Cohen,5,0.19607843137254902
L.McCoy,4,0.19402985074626866
R.Burkhead,1,0.19402985074626866
T.Johnson,9,0.1935483870967742
L.Murray,11,0.1935483870967742
Dam.Williams,7,0.19298245614035087
R.Freeman,1,0.19298245614035087
P.Lindsay,4,0.19230769230769232
R.Freeman,4,0.19230769230769232
A.Mattison,1,0.19148936170212766
T.Gurley,12,0.19148936170212766
D.Johnson,9,0.19047619047619047
F.Gore,9,0.1896551724137931
L.McCoy,1,0.1896551724137931
C.Hyde,1,0.1896551724137931
P.Barber,12,0.1896551724137931
T.Cohen,11,0.1891891891891892
A.Peterson,3,0.18840579710144928
T.Cohen,7,0.1875
C.Edmonds,8,0.1875
L.McCoy,11,0.1864406779661017
M.Sanders,4,0.1864406779661017
D.Freeman,10,0.18571428571428572
C.Hyde,3,0.18518518518518517
L.McCoy,3,0.18333333333333332
A.Jones,12,0.18309859154929578
D.Sproles,1,0.18309859154929578
F.Gore,11,0.18181818181818182
J.Mixon,6,0.18181818181818182
A.Ekeler,11,0.18055555555555555
K.Drake,2,0.18032786885245902
A.Jones,9,0.18
Dam.Williams,2,0.1791044776119403
M.Sanders,2,0.1780821917808219
F.Gore,1,0.1774193548387097
D.Singletary,10,0.1774193548387097
C.Thompson,1,0.17543859649122806
T.Gurley,8,0.17543859649122806
A.Peterson,11,0.1746031746031746
L.Murray,6,0.1746031746031746
J.Williams,2,0.17391304347826086
T.Gurley,10,0.17391304347826086
D.Freeman,7,0.17307692307692307
J.Jacobs,3,0.1724137931034483
J.White,9,0.171875
N.Hines,12,0.171875
J.Mixon,7,0.171875
M.Walton,4,0.1702127659574468
C.Thompson,5,0.16981132075471697
R.Mostert,1,0.1694915254237288
M.Davis,1,0.16923076923076924
M.Sanders,1,0.16901408450704225
S.Michel,11,0.16901408450704225
T.Coleman,10,0.16883116883116883
M.Sanders,9,0.16883116883116883
R.Mostert,3,0.16666666666666666
C.Thompson,4,0.16666666666666666
J.Williams,8,0.16393442622950818
P.Barber,5,0.16363636363636364
D.Henderson,7,0.16216216216216217
J.White,5,0.16216216216216217
I.Smith,5,0.16176470588235295
M.Mack,4,0.16176470588235295
J.Williams,9,0.16
M.Walton,6,0.15942028985507245
R.Penny,2,0.15942028985507245
C.Thompson,3,0.15942028985507245
J.Howard,3,0.15942028985507245
D.Freeman,1,0.15942028985507245
R.Mostert,12,0.1590909090909091
P.Barber,1,0.15873015873015872
J.White,7,0.15789473684210525
M.Sanders,7,0.15789473684210525
C.Hyde,11,0.15789473684210525
C.Edmonds,5,0.15714285714285714
M.Brown,1,0.15714285714285714
J.Samuels,11,0.15625
M.Breida,10,0.15584415584415584
R.Jones,8,0.15584415584415584
P.Barber,10,0.15584415584415584
J.White,4,0.15517241379310345
F.Gore,8,0.15517241379310345
J.Wilson,2,0.15151515151515152
R.Penny,8,0.1509433962264151
G.Edwards,7,0.1509433962264151
R.Freeman,9,0.15
D.Johnson,5,0.14925373134328357
T.Gurley,4,0.14814814814814814
D.Johnson,2,0.14814814814814814
R.Mostert,8,0.14754098360655737
D.Johnson,7,0.14754098360655737
J.White,6,0.14666666666666667
W.Smallwood,7,0.14634146341463414
M.Breida,7,0.14516129032258066
D.Lewis,9,0.14516129032258066
D.Singletary,1,0.14516129032258066
P.Barber,8,0.14285714285714285
J.Richard,12,0.14285714285714285
C.Anderson,1,0.14102564102564102
J.White,11,0.14084507042253522
D.Johnson,11,0.14035087719298245
D.Henderson,6,0.14
K.Drake,7,0.13846153846153847
A.Ekeler,6,0.13793103448275862
D.Singletary,7,0.13725490196078433
L.Murray,5,0.13636363636363635
T.Coleman,1,0.13559322033898305
T.Johnson,8,0.13559322033898305
J.Williams,7,0.1346153846153846
T.Cohen,10,0.1346153846153846
J.White,1,0.13432835820895522
D.Lewis,4,0.13333333333333333
N.Hines,4,0.1323529411764706
K.Ballage,3,0.1323529411764706
J.Jackson,3,0.1323529411764706
A.Peterson,5,0.1320754716981132
D.Hilliard,4,0.13114754098360656
K.Ballage,12,0.13114754098360656
D.Johnson,4,0.13114754098360656
R.Penny,1,0.13043478260869565
C.Thompson,2,0.12962962962962962
G.Edwards,11,0.12903225806451613
D.Washington,4,0.12903225806451613
J.Jackson,2,0.12903225806451613
G.Bernard,1,0.12857142857142856
S.Michel,3,0.12857142857142856
A.Mattison,10,0.12857142857142856
D.Washington,5,0.12857142857142856
K.Ballage,1,0.1276595744680851
K.Drake,1,0.1276595744680851
J.Williams,1,0.12727272727272726
N.Hines,1,0.12698412698412698
L.Murray,1,0.12698412698412698
D.Guice,11,0.12698412698412698
D.Lewis,12,0.125
P.Barber,4,0.125
D.Washington,12,0.125
J.Howard,2,0.1232876712328767
T.Cohen,1,0.12307692307692308
T.Johnson,2,0.12280701754385964
T.Pollard,7,0.12121212121212122
A.Ekeler,10,0.12121212121212122
R.Penny,5,0.12121212121212122
Dam.Williams,8,0.1206896551724138
L.Murray,12,0.1206896551724138
M.Brown,2,0.1206896551724138
D.Singletary,8,0.1206896551724138
R.Freeman,11,0.12
J.Samuels,5,0.12
C.Prosise,3,0.12
R.Mostert,11,0.11940298507462686
A.Ekeler,8,0.11904761904761904
N.Hines,8,0.11864406779661017
J.Jackson,1,0.11864406779661017
T.Pollard,12,0.11864406779661017
R.Armstead,4,0.11842105263157894
L.Murray,10,0.11475409836065574
D.Washington,7,0.11475409836065574
J.Mixon,1,0.11428571428571428
W.Smallwood,5,0.11320754716981132
D.Washington,8,0.11320754716981132
J.McKissic,9,0.11290322580645161
K.Ballage,9,0.11290322580645161
G.Edwards,9,0.11290322580645161
C.Edmonds,6,0.11290322580645161
J.Howard,1,0.11267605633802817
J.Hill,12,0.11267605633802817
D.Lewis,1,0.1111111111111111
A.Mattison,5,0.1111111111111111
G.Edwards,3,0.1111111111111111
J.Wilson,3,0.1111111111111111
R.Burkhead,2,0.109375
G.Bernard,2,0.109375
J.Richard,10,0.10909090909090909
D.Johnson,12,0.10909090909090909
G.Bernard,6,0.10909090909090909
D.Montgomery,1,0.1076923076923077
T.Cohen,2,0.10714285714285714
L.Murray,2,0.10714285714285714
C.Edmonds,4,0.10526315789473684
J.McKissic,11,0.10526315789473684
G.Edwards,4,0.1044776119402985
A.Mattison,7,0.1044776119402985
T.Cohen,4,0.1044776119402985
P.Barber,6,0.1038961038961039
T.Cohen,3,0.10344827586206896
D.Washington,3,0.10344827586206896
T.Montgomery,12,0.10344827586206896
D.Johnson,2,0.10344827586206896
J.McKissic,7,0.10294117647058823
N.Hines,10,0.10294117647058823
R.Mostert,5,0.10294117647058823
I.Smith,2,0.1016949152542373
T.Montgomery,2,0.1016949152542373
T.Pollard,11,0.10144927536231885
I.Smith,1,0.10144927536231885
M.Brown,11,0.1
J.Hill,1,0.09859154929577464
D.Johnson,8,0.09859154929577464
R.Burkhead,11,0.09859154929577464
N.Hines,11,0.09836065573770492
R.Jones,11,0.09836065573770492
J.Wilkins,5,0.09722222222222222
F.Gore,10,0.0967741935483871
D.Johnson,2,0.0967741935483871
J.Hill,11,0.0967741935483871
D.Hilliard,9,0.0958904109589041
J.Wilkins,2,0.09523809523809523
T.Cohen,9,0.09523809523809523
J.White,2,0.09375
D.Singletary,2,0.09375
G.Bernard,7,0.09375
D.Johnson,10,0.09375
J.Conner,11,0.09375
T.Cohen,8,0.09333333333333334
J.McKissic,6,0.09259259259259259
M.Sanders,6,0.09230769230769231
M.Sanders,8,0.09230769230769231
R.Armstead,8,0.09090909090909091
G.Edwards,10,0.09090909090909091
R.Mostert,10,0.09090909090909091
J.White,8,0.09090909090909091
G.Bernard,3,0.09090909090909091
C.Anderson,2,0.08771929824561403
C.Thompson,6,0.08771929824561403
R.Freeman,12,0.08695652173913043
J.Richard,3,0.08620689655172414
D.Hilliard,8,0.08620689655172414
T.Johnson,3,0.08620689655172414
D.Johnson,6,0.08536585365853659
E.Penny,6,0.0851063829787234
Dam.Williams,11,0.0847457627118644
N.Hines,3,0.0847457627118644
T.Johnson,12,0.08450704225352113
D.Washington,2,0.08333333333333333
N.Hines,5,0.08333333333333333
G.Edwards,5,0.0821917808219178
T.Johnson,10,0.0821917808219178
G.Edwards,6,0.0821917808219178
G.Bernard,5,0.08196721311475409
W.Gallman Jr,3,0.08196721311475409
K.Ballage,2,0.08196721311475409
W.Smallwood,9,0.08163265306122448
B.Bolden,5,0.08108108108108109
J.Wilson,7,0.08064516129032258
L.Murray,4,0.08064516129032258
J.Richard,4,0.08064516129032258
G.Bernard,12,0.0784313725490196
J.Samuels,12,0.078125
S.Michel,9,0.078125
T.Pollard,2,0.078125
R.Burkhead,9,0.078125
G.Bernard,4,0.078125
J.Samuels,2,0.07692307692307693
W.Gallman Jr,1,0.07692307692307693
R.Armstead,9,0.07575757575757576
B.Snell,8,0.07462686567164178
D.Johnson,3,0.07407407407407407
D.Lewis,5,0.07407407407407407
D.Lewis,2,0.07407407407407407
J.Wilkins,4,0.07352941176470588
J.Richard,9,0.07352941176470588
K.Johnson,7,0.07352941176470588
W.Smallwood,8,0.07317073170731707
C.Prosise,2,0.07246376811594203
M.Brown,10,0.07246376811594203
R.Jones,2,0.07142857142857142
K.Ballage,8,0.07142857142857142
L.McCoy,9,0.07017543859649122
G.Bernard,10,0.06944444444444445
G.Bernard,11,0.06896551724137931
J.Hill,6,0.0684931506849315
J.McKissic,4,0.0684931506849315
C.Prosise,6,0.0684931506849315
J.Hill,10,0.06818181818181818
J.McKissic,8,0.06779661016949153
J.Richard,2,0.06666666666666667
B.Bolden,6,0.06666666666666667
D.Lewis,6,0.06666666666666667
A.Mattison,2,0.06666666666666667
G.Bernard,8,0.06578947368421052
B.Bolden,7,0.06578947368421052
M.Walton,2,0.06557377049180328
E.Penny,5,0.06451612903225806
D.Washington,11,0.06349206349206349
R.Burkhead,12,0.0625
D.Montgomery,7,0.0625
M.Brown,4,0.06172839506172839
T.Pollard,9,0.06153846153846154
R.Burkhead,8,0.06060606060606061
J.Hill,4,0.05970149253731343
T.Montgomery,6,0.058823529411764705
D.Washington,9,0.058823529411764705
B.Snell,3,0.058823529411764705
T.Pollard,5,0.058823529411764705
R.Penny,9,0.057971014492753624
D.Henderson,10,0.057971014492753624
B.Bolden,3,0.05714285714285714
J.Richard,5,0.05714285714285714
J.Richard,8,0.05660377358490566
C.Edmonds,2,0.05555555555555555
W.Smallwood,2,0.05555555555555555
P.Barber,9,0.05555555555555555
R.Mostert,6,0.0547945205479452
T.Johnson,4,0.0547945205479452
C.Edmonds,3,0.0547945205479452
D.Washington,10,0.05454545454545454
M.Davis,2,0.05357142857142857
I.Smith,4,0.05333333333333334
D.Lewis,3,0.05333333333333334
D.Sproles,5,0.05263157894736842
T.Johnson,11,0.05263157894736842
R.Jones,6,0.05194805194805195
A.Mattison,4,0.05172413793103448
A.Abdullah,11,0.05084745762711865
R.Armstead,11,0.05084745762711865
J.Wilkins,3,0.05084745762711865
A.Mattison,11,0.05084745762711865
C.Prosise,4,0.05084745762711865
D.Thompson,3,0.05
J.Richard,7,0.04918032786885246
J.Samuels,1,0.04918032786885246
J.Hill,9,0.04838709677419355
J.Richard,11,0.047619047619047616
N.Hines,2,0.047619047619047616
I.Smith,6,0.047619047619047616
A.Abdullah,5,0.047619047619047616
M.Brown,3,0.047619047619047616
D.Johnson,1,0.047619047619047616
J.White,12,0.046875
J.Wilkins,7,0.046875
K.Ballage,7,0.046153846153846156
J.Jackson,9,0.045454545454545456
J.Wilson,12,0.045454545454545456
A.Mattison,9,0.045454545454545456
E.Penny,4,0.045454545454545456
J.Wilkins,10,0.04411764705882353
Dam.Williams,6,0.043478260869565216
K.Ballage,6,0.043478260869565216
G.Edwards,2,0.04285714285714286
A.Abdullah,1,0.0425531914893617
K.Ballage,4,0.0425531914893617
T.Montgomery,3,0.0425531914893617
J.McKissic,12,0.04225352112676056
M.Davis,8,0.04
T.Pollard,6,0.039473684210526314
P.DiMarco,7,0.0392156862745098
L.Murray,3,0.0392156862745098
R.Armstead,7,0.03896103896103896
D.Sproles,9,0.03896103896103896
T.Montgomery,7,0.038461538461538464
D.Washington,1,0.03773584905660377
B.Snell,4,0.03773584905660377
T.Montgomery,5,0.03636363636363636
L.McCoy,5,0.03636363636363636
J.McKissic,2,0.03508771929824561
A.Abdullah,4,0.034482758620689655
J.Wilkins,8,0.03389830508474576
D.Hilliard,6,0.03278688524590164
P.Barber,11,0.03278688524590164
J.Wilson,8,0.03278688524590164
P.DiMarco,1,0.03225806451612903
P.DiMarco,10,0.03225806451612903
W.Gallman Jr,5,0.03225806451612903
D.Hilliard,1,0.031746031746031744
P.DiMarco,2,0.03125
T.Montgomery,11,0.03125
N.Hines,7,0.03125
E.Penny,1,0.03076923076923077
W.Gallman Jr,10,0.03076923076923077
A.Abdullah,9,0.030303030303030304
N.Hines,9,0.030303030303030304
J.Wilkins,9,0.030303030303030304
T.Montgomery,1,0.029850746268656716
D.Sproles,3,0.028985507246376812
J.Hill,2,0.02857142857142857
R.Penny,10,0.027777777777777776
D.Sproles,2,0.0273972602739726
J.Hill,5,0.0273972602739726
R.Armstead,5,0.02631578947368421
D.Thompson,10,0.025974025974025976
J.McKissic,1,0.02564102564102564
D.Johnson,5,0.022222222222222223
M.Walton,1,0.02127659574468085
M.Brown,12,0.02127659574468085
W.Smallwood,4,0.020833333333333332
R.Armstead,1,0.0196078431372549
I.Smith,7,0.019230769230769232
B.Snell,2,0.019230769230769232
J.Richard,1,0.018867924528301886
I.Smith,3,0.018867924528301886
R.Armstead,6,0.018518518518518517
W.Smallwood,12,0.01818181818181818
D.Lewis,8,0.01818181818181818
W.Smallwood,6,0.017543859649122806
R.Burkhead,4,0.017241379310344827
W.Gallman Jr,12,0.017241379310344827
M.Davis,3,0.017241379310344827
D.Thompson,1,0.017241379310344827
J.McKissic,3,0.017241379310344827
D.Johnson,7,0.017241379310344827
D.Thompson,8,0.017241379310344827
B.Bolden,4,0.017241379310344827
D.Sproles,4,0.01694915254237288
A.Abdullah,2,0.016666666666666666
D.Lewis,7,0.016666666666666666
W.Smallwood,11,0.015873015873015872
B.Bolden,12,0.015625
D.Thompson,2,0.014925373134328358
J.Wilson,11,0.014925373134328358
B.Bolden,1,0.014925373134328358
J.Wilson,9,0.014925373134328358
R.Mostert,9,0.014925373134328358
C.Prosise,7,0.014705882352941176
W.Gallman Jr,8,0.014705882352941176
E.Penny,8,0.014705882352941176
M.Brown,5,0.014705882352941176
T.Pollard,10,0.014285714285714285
D.Henderson,1,0.014285714285714285
J.Williams,4,0.0136986301369863
T.Johnson,1,0.01282051282051282
J.Hill,3,0.012345679012345678
C.Edmonds,1,0.012048192771084338
W.Gallman Jr,2,0.0
P.DiMarco,8,0.0
W.Gallman Jr,9,0.0
A.Abdullah,3,0.0
B.Bolden,8,0.0
R.Armstead,12,0.0
